,"q (alpha=1.8, T=1.8e+1, from s_i and s_j)","q (alpha=0.2, T=6.0e-3, from s_i and s_j)","q (alpha=0.2, T=2.0e-3, from s_i and s_j)","q (alpha=0.2, T=6.0e-4, from s_i and s_j)"
166,0.6178217256772922,0.2435750752445678,0.3916265829044633,0.6738991835541558
167,0.5120613284805366,0.1909074861737551,0.43860719717756336,0.6364368461880097
168,0.5082013590085014,0.2582276273682319,0.40554086451719307,0.659148258863717
169,0.5395073140551071,0.19620160206904186,0.43495847179517705,0.660239500125406
170,0.5618244045240217,0.2263348970374182,0.36805704287917257,0.670544750048917
171,0.5419674881255758,0.26951299419618074,0.3948176834904658,0.6584542538606355
172,0.5281961436123449,0.2302110629607531,0.42755149360689415,0.6599313585613689
173,0.5208943195405197,0.2316982570954587,0.4213923880890526,0.6640970552188746
174,0.5246596700381148,0.2276156606633699,0.38863287080706643,0.6755478080718432
175,0.5228782031497584,0.24384678089134768,0.39004258850601486,0.6642711764640221
176,0.5785508317335608,0.2795911812968745,0.4269642554772864,0.6546712436555214
177,0.5609136917176155,0.21853840630802063,0.40858509571893,0.6400106464656201
178,0.5654307904484815,0.2492575123559731,0.4377967267068626,0.6736976121748075
179,0.5066625917617061,0.1869954630630569,0.39805773588464843,0.6427925052858857
180,0.5249007772248933,0.26378656892090574,0.4195415131974887,0.6713416240591027
181,0.5453549986072463,0.22273675264224851,0.4001629991951962,0.6724770108816511
182,0.5407099052455375,0.25142646697411986,0.4564457148397873,0.7039889222840082
183,0.5295601002987415,0.2162739445096258,0.3868159336448171,0.6103538037674465
184,0.481697258062667,0.2886542622345857,0.43254082168612923,0.6764366848541145
185,0.5294534585705684,0.18642779840871676,0.4435585880739879,0.6589641012924571
186,0.5064990700849584,0.21086800187647992,0.4067052539264015,0.6604836876467297
187,0.4960052032864555,0.20985321533437196,0.4274172595460598,0.6373056251412852
188,0.528258299398394,0.28670428983432694,0.4501265498705555,0.6654130618155323
189,0.5467298511016356,0.2222866938991885,0.45046990691189237,0.6779324028223054
190,0.6127615965190126,0.2565893856286616,0.42416918855047636,0.669693765563699
191,0.4372073281226253,0.19804437309238634,0.38460650342769853,0.6757364450126334
192,0.49740798565436156,0.23925558585103757,0.3931731393046536,0.6747504485320025
193,0.42476489470387035,0.259078172405094,0.40418922182541667,0.6483255745679867
194,0.5273537226291957,0.2565613932421783,0.4088148272944901,0.6750052349449963
195,0.5287871926960954,0.2365094745364092,0.42122240427831065,0.6598518034581593
196,0.568281062662058,0.2726491326492244,0.4339214874128711,0.6859936661281659
197,0.5051153008028513,0.19098827144032265,0.4422806022144806,0.675825977691039
198,0.5110479258793453,0.22479641386314844,0.42196450236850913,0.682554273288291
199,0.5297370812974785,0.25324301299048657,0.4028291033707924,0.6651820943168314
200,0.5076887630562763,0.22873547280369666,0.38239586011731064,0.7023735728337764
201,0.49441535213210575,0.219634651675904,0.4051356817747034,0.6760795434229714
202,0.5828894181949882,0.23423446691734026,0.39763251954016,0.6932151305023173
203,0.5124811668943984,0.2640655536653298,0.34249080783774327,0.6728835959978475
204,0.48662231162279324,0.22921170102813357,0.4512944122213277,0.6982991734590914
205,0.491799068150462,0.20946498925773213,0.40973679320967293,0.6560748338778029
206,0.5043705490601579,0.21668939382898428,0.39804102055394064,0.678306167811312
207,0.5135931062614464,0.2111578971621052,0.4658431758810392,0.6656762185353863
208,0.5410039272723466,0.24093232076313872,0.44450193280749317,0.6790179472190414
209,0.5966468483221966,0.23606493620553376,0.34147050546138563,0.6743195571273746
210,0.5958961549608709,0.2708260253161993,0.4421973740601917,0.6755372929443559
211,0.5932813884276523,0.25631156098618224,0.3917369449883311,0.688417176950443
212,0.5764379556747831,0.29138059928690857,0.4382004103343642,0.6877890735292566
213,0.47154807240955393,0.23249724546149658,0.3905344795140937,0.6485110128144511
214,0.5117330372772471,0.23955085706504817,0.38265215466018937,0.668397998316891
215,0.5519424476809244,0.2394011324071354,0.47429333788473416,0.6773899746542401
216,0.523601249198464,0.21482524560981456,0.42676584724182076,0.6638180002723963
217,0.5556253181262328,0.2743777507656248,0.44336897129485203,0.6564115442209129
218,0.5842964984449035,0.24011981502390226,0.4105042432858834,0.6712193543141124
219,0.550628130336467,0.24660173748597528,0.4338095627826902,0.6589267530676387
220,0.5383031265622309,0.2628086825319358,0.4044328542113956,0.6603012789719256
221,0.5367771359290754,0.23760440541786848,0.46837728324628897,0.6577383635306377
222,0.5906636335021794,0.24870237997275027,0.40412579273503063,0.6640794009476144
223,0.5382124544708995,0.23516611090561165,0.41799044497450016,0.6616957126044573
224,0.5589601112513527,0.25728470090866257,0.43751962865107785,0.7011432960902141
225,0.5597521577962802,0.24497736679063842,0.4168444830754257,0.6894908237251995
226,0.5020054458696462,0.2549139798905758,0.40972774257204514,0.6834211191872859
227,0.5685433722013994,0.25736141720536465,0.4302109046174361,0.6747358477264676
228,0.5514663264569323,0.23635266513448375,0.3973028700487561,0.6951883677026178
229,0.535919211080019,0.25391230205073007,0.3911065509245234,0.6792363858775146
230,0.5739286565798334,0.2936727459930067,0.46484482788856407,0.6893871689761436
231,0.5063120945195461,0.2503680087419246,0.3903707142958809,0.6788716755155298
232,0.5592168457207295,0.24130671593636385,0.4385016132254508,0.6768829003018728
233,0.5639800151165042,0.24947755082051035,0.41462340543503423,0.7043726403027658
234,0.5657952148880577,0.26133871080284365,0.38823557677761317,0.6997130565088221
235,0.5404133050743047,0.22825308188321644,0.3909145844391166,0.6600311940747885
236,0.5271134767743456,0.27321264508272064,0.41497115758178355,0.6631912980770928
237,0.5208852512029633,0.22542690218736774,0.44574405934789624,0.6708182035172935
238,0.510702597402038,0.2449748243942335,0.43153774755739277,0.6876195354050347
239,0.4812054753372592,0.23159999331493444,0.4199829624793516,0.6490962089428626
240,0.46450013594106115,0.24285347061936394,0.4103912892603032,0.6840829686089772
241,0.5161255180724682,0.2431329779292004,0.4013644755175018,0.6839703055979423
242,0.46721122110294044,0.25600753313452895,0.3905288322534786,0.6790903500549716
243,0.47256613604856895,0.2260485312118025,0.40076709281181205,0.6824060436429592
244,0.5320191616450083,0.20599704541517677,0.4111650921074044,0.6477754663706602
245,0.4713512404491836,0.24048503801548757,0.4106053100408629,0.6697530598770962
246,0.5595186801323654,0.27164492116942957,0.41458018753983505,0.6575259719046637
247,0.5366826540751206,0.2501857677813545,0.4310115855777332,0.6831049344149379
248,0.5250204903999076,0.2212804453837597,0.3788655464641817,0.6850213034648459
249,0.4619035040742591,0.18660327307504826,0.42443730970732757,0.6599594994578013
250,0.5046186008881338,0.23798341651205351,0.40603110886798743,0.6864819796788596
251,0.5192933282027205,0.2558510161995279,0.3669495561468124,0.6806447071585155
252,0.4753993698524475,0.22859077799653774,0.35764347844065036,0.6658075322126434
253,0.5348346203262245,0.20823002460260873,0.403688475932782,0.6737277390862679
254,0.5139868920067834,0.26500917066408447,0.40016622916971845,0.6939415767661042
255,0.5205630191035242,0.26376055094617307,0.3334900076634346,0.6792645826396007
256,0.5378055110910797,0.23799312872183878,0.4396898954399011,0.6712717922759873
257,0.5202147764505113,0.2660065314936446,0.41329909922102953,0.6862650305972954
258,0.5032887725230675,0.2732638782883974,0.41991825056068977,0.6908326022404149
259,0.5368101240495191,0.2187400204326692,0.4150093405858076,0.6499017750417347
260,0.5037853102651932,0.23340070781587918,0.4237883190807633,0.6864600629736095
261,0.5426554966974911,0.24530623744621022,0.41961486184841285,0.6336298386568088
262,0.49389260484015735,0.21982030329042257,0.41331519694920255,0.662196776213071
263,0.5608343892660866,0.21791653369065092,0.36640667815330863,0.6571994892800425
264,0.5257366111880913,0.18605488673056864,0.39292033025636475,0.670296345801932
265,0.468121195544237,0.24416701518970121,0.4169084171077563,0.6580451384869737
266,0.45038744044953194,0.22398715296719407,0.4078450735291878,0.6593146013613568
267,0.531447292281404,0.24672201269509847,0.4344054848951122,0.7045681379516119
268,0.5462626515873686,0.25718426673287337,0.37659815679169445,0.680990996283972
269,0.515964583616338,0.20731367509892398,0.4097875277573067,0.696508947521521
270,0.5351386199537471,0.21142346138801296,0.4189611889449154,0.6849252558203557
271,0.42961001425542455,0.21170368493924413,0.36551988783664735,0.6876206822365362
272,0.550869792658163,0.27699296802993056,0.3995247079292054,0.6960126253067411
273,0.5259978128435664,0.22222001837901287,0.3298787702425823,0.6530118445864252
274,0.5706483166888004,0.23757618479226866,0.4034710422608278,0.6686951274724775
275,0.5077387402754565,0.2359934125052647,0.384602842866753,0.6835508189936198
276,0.6011921526789561,0.197623396161269,0.42673854503105685,0.6708729554270617
277,0.5312477767952216,0.20453886873851426,0.3534379814048222,0.6473364635199614
278,0.48336519389074184,0.2776145406454253,0.39932208142959813,0.7023625969874391
279,0.5531097232074312,0.24908524826238918,0.3829045590592455,0.693148542606395
280,0.5358338723712461,0.27757304134737665,0.360241022692951,0.6952294260564881
281,0.4599504387430786,0.1976194273942518,0.40359193150327033,0.6580284625404812
282,0.5607602520677921,0.21682766291674344,0.3972434419062874,0.6523845232133425
283,0.5040561657831141,0.19581829153716518,0.43448221540999205,0.6598491018001594
284,0.4948660899826991,0.24356361371506413,0.41981945786591934,0.672364861213889
285,0.5759381275176676,0.2165454246644263,0.40167625288472375,0.6737307856901985
286,0.4465975159863658,0.2962589761197248,0.42158510152767165,0.7064530309772091
287,0.5089042173726085,0.2621215308590955,0.4251964664604683,0.6808643050056085
288,0.5471785737421783,0.23582184136410098,0.4177578062330517,0.6799449734314859
289,0.5250095297477148,0.19617592207593398,0.4110838602782177,0.6795337325903473
290,0.52685133825255,0.23847938758399526,0.4077760202184204,0.7165610022593741
291,0.49111002824592515,0.22305181215861214,0.38514171197126573,0.6796324644247075
292,0.46653416399629016,0.25847249905469666,0.39071089819003596,0.7061135436341115
293,0.5529619736478241,0.20925697623622055,0.4157566676293601,0.697130680591907
294,0.4868439221712527,0.21300642026517796,0.39101914250337094,0.670975657624461
295,0.5591424416855747,0.23123229721281466,0.42391827344897015,0.676613440529354
296,0.4847891154480349,0.2104847535302327,0.4066732528361534,0.6783078281041272
297,0.4552058139494532,0.25028416545640136,0.3954125333760678,0.6829883694106494
298,0.515297870487402,0.22988851001602462,0.4153708384570453,0.6743393763103085
299,0.40585123989095445,0.22974731062557713,0.4067266328209421,0.6864358776908691
300,0.5291996577381265,0.22034570751326918,0.41217783935577973,0.6808760886133579
301,0.46521131174227376,0.2243484762319854,0.4169353744951143,0.6828116823130916
302,0.5104274872301087,0.21149961724661195,0.40924690744631353,0.6945524758490953
303,0.4979864134265874,0.2507284506286509,0.3951760059811997,0.6813425647776469
304,0.4591081618152297,0.24545603131900276,0.4094630711999004,0.6849250345374045
305,0.49861681988467516,0.2350754882298516,0.4312774758103288,0.6872015420761385
306,0.5182656530221458,0.22302548876665834,0.44912877223016273,0.6908728943194944
307,0.5151495732120768,0.23954220367946838,0.37786251349997363,0.6631298364132386
308,0.5014567710411771,0.23951281470321606,0.4603065849884819,0.6667977465645564
309,0.4306650487536226,0.26121306577152975,0.4132407608635259,0.6747659361268048
310,0.4641027010025705,0.2380243123478991,0.41385592802562454,0.678522456509927
311,0.4904313735154896,0.1986004316882191,0.4255442521165394,0.6895940591839739
312,0.5281521426793069,0.22679470960608158,0.40937706573115995,0.7046969154095652
313,0.5652111537215334,0.22641406467358333,0.380224130130384,0.6774628475479617
314,0.5514466092840073,0.21412559642458381,0.4330843326227984,0.7003126555848723
315,0.5461349596728423,0.2722668777495423,0.40899957704495626,0.6822700944913748
316,0.4959864096857859,0.2776903838136805,0.4212368818377373,0.7122472353137628
317,0.5185693842278561,0.21400543213943485,0.4405024284640811,0.6638211972702722
318,0.5038797208218032,0.27649512447902563,0.390013326178367,0.6880196553123975
319,0.5474888217104026,0.2323662708941624,0.3924717707147658,0.6973711334816669
320,0.5326722781633861,0.27440910071469204,0.4200887249811831,0.7033430302086187
321,0.5225723542526379,0.224836521856454,0.41813306603173533,0.6718512600360946
322,0.5208495480588428,0.25731437018052283,0.3988869761123547,0.7022970702959064
323,0.4455574030134593,0.22197092188894735,0.36054208913509833,0.6626710073062033
324,0.5022338294987381,0.23764318198725481,0.4167424790456357,0.6854174345286425
325,0.49802138720747147,0.25562259376739316,0.44985211551395815,0.6887991061145927
326,0.5121342039538571,0.23360143955843607,0.3906126756308433,0.6971662981149944
327,0.4632507956747298,0.2748028377905032,0.38505457428515694,0.7067287449739859
328,0.5217384144600985,0.23013364090649727,0.4396253128710287,0.6949665706666733
329,0.5154585543008894,0.2316910241499342,0.382975579635218,0.6921815511975118
330,0.5144675959437444,0.2647825182183927,0.3842524836447575,0.6821905391807868
331,0.48726369155094684,0.2579503452254848,0.42559275671342617,0.6652004548293752
332,0.5669851086778036,0.2558676859528358,0.3806419290971039,0.7073138280094368
333,0.5166998987814347,0.28227545446270536,0.35690858270849546,0.6985894025986753
334,0.5616940076665263,0.24104034075604272,0.4588815634742975,0.7085327978961624
335,0.47090134527244454,0.25676143377161076,0.3994806751771709,0.7023365537703588
336,0.49802036800791194,0.21425848927065583,0.41896876028324104,0.6824977741318586
337,0.5253308007215516,0.29477885007874643,0.4290600259245234,0.6871602253850333
338,0.5790236396732524,0.2599198909285547,0.4222108612818307,0.6830861036492585
339,0.553415566351022,0.2355394721914182,0.4275359784170396,0.6668014698325312
340,0.5242463695295485,0.22767664497911366,0.4090998365189563,0.6403474455759431
341,0.5332869137331616,0.26007372496940856,0.4197752060234234,0.6873573516916428
342,0.4927731472060557,0.2558599415161753,0.41757698416165184,0.6899415456997284
343,0.4827474982735305,0.2962909310606872,0.40899610752777305,0.6520209297244007
344,0.5386307577165103,0.27699430032960765,0.3627036524819068,0.703968899224829
345,0.508994836455657,0.26010752139989324,0.41187747407776526,0.6705035246954459
346,0.5150238925306607,0.23389583036747413,0.4105707375752151,0.6623127243282017
347,0.5388601266165923,0.2737457275853378,0.38856768541880987,0.6675637270754521
348,0.545843975572173,0.24669743995769608,0.3680024622655614,0.699530229131876
349,0.46671321434361007,0.22833222286613544,0.3935294818568966,0.6649049925186953
350,0.553195812398684,0.24353794560907402,0.43782475101261026,0.6590438914764226
351,0.5033239083510078,0.24993228200935844,0.406821000593752,0.6817855038554822
352,0.5520322554884719,0.29213041651049343,0.41324347509045123,0.7161966956739971
353,0.4911155299265149,0.23435851658823434,0.4352755920243393,0.6757361364290981
354,0.5364245265273525,0.19136657630807394,0.377577890167591,0.6833958295244752
355,0.5345429144330087,0.307092746892978,0.41021696791618734,0.6743146821805616
356,0.5510285924320901,0.23886347715326683,0.4222177928128423,0.6874421777544866
357,0.5477737569126022,0.21221435375270623,0.41447292658423507,0.6695266179535067
