,U (c_0-s_0),U (c_0-s_1),U (c_0-s_2),U (c_0-s_3),U (c_0-s_4),U (c_1-s_0),U (c_1-s_1),U (c_1-s_2),U (c_1-s_3),U (c_1-s_4),U (c_2-s_0),U (c_2-s_1),U (c_2-s_2),U (c_2-s_3),U (c_2-s_4),U (c_0-s*_0),U (c_0-s*_1),U (c_0-s*_2),U (c_0-s*_3),U (c_0-s*_4),U (c_1-s*_0),U (c_1-s*_1),U (c_1-s*_2),U (c_1-s*_3),U (c_1-s*_4),U (c_2-s*_0),U (c_2-s*_1),U (c_2-s*_2),U (c_2-s*_3),U (c_2-s*_4),U (c_0-c_1),U (c_0-c_2),U (c_1-c_2)
0.421875,0.17984680339106168,0.18742192761070292,0.23995288916416552,0.18766713566247079,0.21441693693026231,0.20301091975366908,0.17609206974844932,0.2438913622693658,0.20940508849842568,0.22616550292651433,0.2084938220573465,0.18209009976993307,0.24040627841819623,0.2169267990324591,0.22445988527937816,0.11286636060784776,0.14599561428376037,0.16529271869717843,0.09069102292774578,0.1035674403727147,0.10182524142586326,0.13296255351950936,0.1494386474374444,0.08864933700102615,0.08533117235708451,0.11000367530380228,0.1402530281130171,0.15596759476275068,0.08442533015656792,0.08792504851464554,0.08583818945623836,0.08071658087716432,0.06797615103426774
0.4375,0.18139929494094215,0.18905755792060674,0.24195711565871328,0.1881442184044611,0.2154447782384467,0.205202286335372,0.17699226716949537,0.2460737029900013,0.21096329344112208,0.2262418766148404,0.20988490295310608,0.18326219146147354,0.24205087749347284,0.21764163370691636,0.22477040963960165,0.11382974627361177,0.147125777547847,0.16770779872501992,0.09136031196151467,0.10422651147657191,0.10247197262096785,0.1344964374252225,0.1516272447436471,0.08917663790194398,0.085627669618839,0.11080116894743826,0.14111998841537035,0.15823541018821402,0.08473225572150409,0.08831884408130843,0.08648993479499184,0.08122512192360021,0.06807467175053747
0.453125,0.18234029529741486,0.19009946180259651,0.24324306980435303,0.18818304877983866,0.21587008927604118,0.20693766502895894,0.17763179100679066,0.24748997918696486,0.21194191201500642,0.22594787152404955,0.2104864407620751,0.18403106992493584,0.24260765639416865,0.21791070519385264,0.22426973185762866,0.11453898402783645,0.1478209888740199,0.16981188758464102,0.09187409309605368,0.10470252119002463,0.10294970495967747,0.13578150438030365,0.1534819522327743,0.08953699132436596,0.08587305149887298,0.11140631504807477,0.14174464241048462,0.16016840149451989,0.08495955445180006,0.08867294271673186,0.08704800797824125,0.08164485566402309,0.0681471794962196
0.46875,0.1826756247726421,0.19062702851964602,0.24354599813657624,0.18770738442066354,0.21566055600159695,0.20794093790889367,0.17774654086362757,0.24808687311318983,0.21207464257590647,0.22496757155566888,0.2103386330534726,0.18432247914443395,0.24214280307186334,0.2177425647404163,0.22302619130742718,0.11506879174626214,0.14820997180351217,0.1714879054652352,0.09227105914576068,0.10507483883261562,0.10320608687547825,0.1365945904881269,0.15491103439303944,0.08972044801882839,0.08605611645062697,0.11179276084527914,0.1420893431584114,0.16162945298399828,0.08511423319480957,0.08892740611052118,0.08747103926485778,0.08196062668624937,0.06818867315884736
0.484375,0.18244652669842681,0.19057545870400971,0.24289307062333465,0.18669386946589733,0.21487928964331615,0.2084772231688365,0.177232181230238,0.24808940786365938,0.2114543841164435,0.22322164925541355,0.20962799731138662,0.18397731159940162,0.2407778725342289,0.216948284258271,0.22143967229522177,0.11528974876112295,0.14842902333350627,0.17267743853147072,0.09247537614986719,0.10528950691705813,0.10326093647618156,0.1370527773941373,0.15586209404158918,0.08981284221613142,0.08613178754854535,0.1119099574580796,0.1420362813763646,0.16251641943906947,0.08520536880826568,0.08905054263833656,0.0878220329186808,0.08218812665403129,0.06819563451205149
0.5,0.1815700499720797,0.19013404760376512,0.24178874021804692,0.18521669886618758,0.21370852582211247,0.20833116506420674,0.17632023669648894,0.24742575112263743,0.21018218613606296,0.22095858895233456,0.2083672991113891,0.18318347842751856,0.2390495122804633,0.21523948603222848,0.21917341431382997,0.11524207374952661,0.14843553281006666,0.17327525481977818,0.09250137542758685,0.10536093626827236,0.1031616312839768,0.13719371601890018,0.15642282236450503,0.08978005815651433,0.08610080642449547,0.1119054991657299,0.1416962574993292,0.16289243268100495,0.08516984446789795,0.08904791367186718,0.08808103489465022,0.08231745814869511,0.06819313229152273
0.515625,0.1802012693216541,0.18937281600019112,0.2402104569344466,0.18310683218309204,0.21175285656220172,0.20709982642258923,0.17506133719652572,0.2461505605136365,0.2081779141835218,0.21817573716121363,0.2064856260633907,0.18200057130128994,0.23681304260966388,0.212891384588701,0.216316487819258,0.11498871371814104,0.14808429446260032,0.17329777118484185,0.09236201679395384,0.10532336580024626,0.10296020232927244,0.1369794936924372,0.15658041744277193,0.08961362998772565,0.08601935316643974,0.11177040618028507,0.1410150679878994,0.16276598287434346,0.0850201267891191,0.08893938345217109,0.0881810554078343,0.08236724356808842,0.06818376495679665
0.53125,0.1783278195570151,0.18811470594415713,0.23800406737514843,0.18083358209644962,0.2092433069800168,0.205149009978574,0.173340339744912,0.2441425123453556,0.20539088932583782,0.21493728123130426,0.20404586997586674,0.18029079197132744,0.23386730878272988,0.20994438296937046,0.213097802543195,0.11447095312226818,0.14738337323357542,0.17265585434554667,0.09209905556873274,0.10510470809835462,0.10258886889075834,0.1364020277156202,0.15635645017292912,0.08933239408773966,0.0858457216607833,0.11136312231396961,0.1401422139669732,0.16194497132617652,0.08478527368006275,0.08872013247067258,0.0881800907649059,0.08229754624813007,0.06815968402550217
0.546875,0.17598105486953086,0.18639070738811664,0.23471635689364176,0.17793593603292907,0.20610285347267704,0.20240262325277422,0.17095692895782783,0.24131927783790805,0.2019590704119877,0.21123152810492835,0.20115133283766728,0.17807412666064087,0.23043995327037528,0.20643901236890283,0.2095761523413741,0.1138105676661019,0.14628332925028573,0.17143373336644602,0.09175028067468874,0.1046875781359709,0.10202707604844613,0.1353337678241246,0.15576261613086057,0.08894368257896762,0.08555990165148875,0.11077273345434792,0.13890484316786175,0.16047996916293789,0.08442377720439062,0.08838891737195989,0.088091915183377,0.08213888106080897,0.06812020417326554
0.5625,0.17311155137798517,0.18421301392688233,0.23037198389483124,0.17455325810704297,0.20233160955372176,0.19895135869948055,0.16819167338118055,0.2375938858267546,0.19794055055321147,0.20704072047671018,0.19773633569202897,0.17522820483511783,0.22624268319639831,0.20269165407168616,0.20544618432176365,0.11290717457179224,0.14472657111078766,0.16979467466092274,0.09128339921674541,0.10410568061817405,0.10131913646604335,0.1338744200763337,0.15460226736767457,0.08845452948021812,0.08519775678267018,0.10992259002368945,0.1373711723838139,0.15849231170896927,0.0839051201499375,0.08796383706330277,0.08791150442693646,0.08188120305581212,0.06805910748321567
