,q
s*0-s*1,0.7374761032578272
s*0-s*2,0.6380420764472596
s*0-s*3,0.7757961398911237
s*0-s*4,0.8512449129643823
s*1-s*2,0.7339312634119453
s*1-s*3,0.6224342622073945
s*1-s*4,0.7078855614247046
s*2-s*3,0.6008658940026905
s*2-s*4,0.6049018311436288
s*3-s*4,0.8335913732638123
