,U (t=T/20),U (t=2T/20),U (t=3T/20),U (t=4T/20),U (t=5T/20),U (t=6T/20),U (t=7T/20),U (t=8T/20),U (t=9T/20),U (t=10T/20),U (t=11T/20),U (t=12T/20),U (t=13T/20),U (t=14T/20),U (t=15T/20),U (t=16T/20),U (t=17T/20),U (t=18T/20),U (t=19T/20),U (t=T)
0.609375,0.15904652857309495,0.1280513768904824,0.1249389893964403,0.12228242044254539,0.11804600252617622,0.11869331865261598,0.11344933587652856,0.11692303332609545,0.11396583668072605,0.11328868610818013,0.11452070867149859,0.11083961889732877,0.11446021554443425,0.11382225933636705,0.11372387999837467,0.10483003086266027,0.09714185848528897,0.09295717045974838,0.08288104249284625,0.06612813491593075
0.625,0.15496601091571488,0.12581697330610514,0.1228658683470103,0.12034288447317426,0.1162490035750387,0.1167779476205843,0.11183616357987541,0.1151181913612976,0.11218353661699196,0.11169359467399964,0.11317735235338226,0.10927613127032496,0.1129211068804034,0.11225696390698431,0.11201351302211313,0.10365648374989976,0.0962705751021925,0.09232028049708019,0.08241910119599152,0.06614018788159708
0.640625,0.1507412171165019,0.12332402256764478,0.12053690248716431,0.11817260103994487,0.11430492648233534,0.11459194682731108,0.11002225037406599,0.11317948062324781,0.1102909297650628,0.10997576232303513,0.11160436547570805,0.10760169859024582,0.1111364975359366,0.11048177230673742,0.11018138974399226,0.10229132452379955,0.09532905754462549,0.09160088102862207,0.08193484557704998,0.06615442460011045
0.65625,0.14635449101170522,0.12067315610541203,0.11805914062899048,0.11582750035607348,0.11214548158790102,0.11229211592704041,0.10807130415813257,0.11110546961743355,0.10828965447524724,0.10809006219489908,0.10981999035708154,0.10584743485562242,0.10916472350762156,0.10852558097611456,0.10826420345016968,0.1007534061319133,0.09429062997851176,0.09078244893325252,0.08136358171583555,0.06617111476177796
0.671875,0.14194764246583905,0.11788223486981379,0.11547861777787374,0.11335536049467346,0.10989695970768301,0.10996196318362464,0.10602225844786156,0.10890012915861007,0.10618760420136494,0.10605411941885418,0.10778306485850611,0.10399125913506121,0.10706897071021657,0.10646331755529201,0.10626904448804862,0.09911431753874173,0.09317015816470661,0.08989620029858811,0.08071962008745497,0.0661905707919516
0.6875,0.13745577727372485,0.11487809650199712,0.11278155805074358,0.11066323047608079,0.10749403096418686,0.10756910208130158,0.10387494199256861,0.10652326484949712,0.10400031603400026,0.10393455634997353,0.10555211498850153,0.10201815038207182,0.10485613613446246,0.10424008621105033,0.10414519592184067,0.09746764936330993,0.09199448966362989,0.08888732355170864,0.08007171395536701,0.06621387965217271
0.703125,0.13292949119393727,0.11172178855951516,0.10989929096405995,0.10790457856552357,0.10495171890956645,0.1051255368811631,0.10172650534599033,0.10399111041904621,0.10176697699357937,0.10168415349238988,0.10318924813889899,0.09993695650088213,0.1025482806214427,0.10192134708720342,0.10183212736304349,0.09571764964767149,0.09074165001651333,0.08777628072261603,0.07939086602563161,0.06624237182318032
0.71875,0.12821943962062016,0.10846151422414312,0.10685616614357138,0.10510415294276435,0.10227933948188114,0.10255661983463624,0.09954530310679288,0.10141545784992954,0.09943614301063844,0.09936031714242653,0.10073521888015925,0.09776240994115507,0.10013238461239585,0.09953726931304507,0.09943062561050876,0.09392269891491373,0.0895002506733091,0.08660381128311126,0.07870280065361471,0.06627558676970849
0.734375,0.12343164738222476,0.10522104090472088,0.10377557316132222,0.10222505761417128,0.09954883299933788,0.09995730912616665,0.09723909928273092,0.09885365623074926,0.0970285890772814,0.09699853978632389,0.09823439460809219,0.09557829228281775,0.09763749842562786,0.0971643614479723,0.09698037304215869,0.0921333687798981,0.08824939984350534,0.0853560555202609,0.078025320491479,0.06631229300871375
0.75,0.11857439153286445,0.10203982511752618,0.10073339016162584,0.0993391374200552,0.09683142633286834,0.09730587831678977,0.09493012545026319,0.09621618488249992,0.09454294817777081,0.09457323980044136,0.09566295657172344,0.09339468317934854,0.09512675225357926,0.09475801349678944,0.09452441189077257,0.09031222740071526,0.08693459394406625,0.08402875397430351,0.0773327345266457,0.0663519984928331
0.765625,0.11365178166920417,0.09889814482010903,0.09769250946052349,0.0964862047888147,0.09413006916279196,0.0946072543422662,0.09256472996287671,0.09352101511524394,0.09207799804534675,0.09218272199406918,0.09312565985502996,0.09122146805190406,0.0926649537577805,0.09241879177878197,0.09204363818498441,0.08844595302480193,0.0855937088713141,0.08269894382367238,0.07663809149048206,0.0663948805445884
