,"q (low T, from s_i and s_j)","q (medium T, from s_i and s_j)"
182,0.6269180796566033,0.5441454851039617
183,0.6288886451526202,0.5055418767065168
184,0.6256731192809862,0.47103256217077616
185,0.6265295177692481,0.503589469667439
186,0.6306313193224339,0.5549198477274414
187,0.6374977413214508,0.48592090549751926
188,0.6335272031949569,0.5016453972123054
189,0.6363696402537918,0.5377762598623818
190,0.6366221706842063,0.4697380486368538
191,0.6323221659752716,0.4798190523180636
192,0.6341049669733186,0.5078606068853923
193,0.6401170036281355,0.5014971864504155
194,0.6334366324884676,0.5113309535402427
195,0.6313337224669464,0.5648830332216548
196,0.6357000279656476,0.5471035846000742
197,0.6373580999462894,0.5196460920791706
198,0.6383204856053895,0.53333297650142
199,0.6472116555147256,0.44245572874885053
200,0.6369401144791423,0.5867174794404142
201,0.6333500878013097,0.5964077882235416
202,0.6332768552890361,0.5019676311297578
203,0.6412878883299834,0.5789757370443753
204,0.6347493030591772,0.4947848961130629
205,0.6335114412615591,0.515736125894252
206,0.6302083352223968,0.4935441621924554
207,0.6358646448639346,0.43718211714451705
208,0.6341052302559526,0.48510785007553286
209,0.6409077705032805,0.5213511810113137
210,0.6376237693473447,0.4466242034992115
211,0.6305154592395139,0.5073486782859996
212,0.6397158797550769,0.5050803281924995
213,0.6329143373606253,0.5031330412328278
214,0.6333311260746297,0.5222000408924102
215,0.6388468807187581,0.4935163516874037
216,0.6405925466631792,0.549083304988209
217,0.6304154207588315,0.503304169816457
218,0.6331622874487058,0.5745877001533837
219,0.6371865804988553,0.45921892081591265
220,0.6335336387262462,0.44852341846351806
221,0.6372477667156516,0.5701462228300477
222,0.6351490906502119,0.4791846885928939
223,0.6361548713826716,0.4342029188442174
224,0.6345894250774831,0.506844016465736
225,0.6354540227025985,0.4993758239732982
226,0.6363334107033144,0.5140159115554029
227,0.642097157642058,0.505190373467255
228,0.6185184839384135,0.5881524098691089
229,0.614589008778646,0.584221570629091
230,0.6130566393012898,0.5285474027131529
231,0.6192488071502613,0.5513073852171537
232,0.614561031889982,0.5184687999902727
233,0.6156938311865158,0.553659820544539
234,0.6182928978916415,0.5423466279780449
235,0.6161006969590609,0.48143597027341806
236,0.6171699535726541,0.515874531908071
237,0.6144846898229575,0.590986448909164
238,0.6114370588251156,0.5635514347478277
239,0.6194203252425571,0.6027363898567177
240,0.6187564016428917,0.545429850408183
241,0.6224210543522004,0.5954377101678945
242,0.6245877790999971,0.5567899043530107
243,0.6283250786706712,0.5207361452590421
244,0.6218825747934806,0.5664641414956341
245,0.6230848476468955,0.5327230636996689
246,0.6209792630256075,0.5753121292750547
247,0.6279584311933235,0.5768100884842856
248,0.6217641541134995,0.5295563963040172
249,0.6231000303221832,0.5580503969120161
250,0.6210455275712209,0.5579414790059797
251,0.6198332005171664,0.5266577946689094
252,0.6232414263999743,0.5183910501097893
253,0.6226395704530306,0.5132657802559984
254,0.6243537761710793,0.5243654968538767
255,0.6187402349239857,0.5489339184276751
256,0.6189347356898175,0.453075169975497
257,0.6253730280427128,0.55037724728116
258,0.6247787922547815,0.5789905978217613
259,0.6266009183751339,0.5774735791246159
260,0.6233545991375629,0.5644477562698523
261,0.6253234179326026,0.5240366549183394
262,0.6296063022121856,0.5243987124812987
263,0.6360734291164752,0.5385973346377225
264,0.6322442724732573,0.576431628200529
265,0.6351040218888467,0.59325929190883
266,0.6357613459128149,0.5405521767661354
267,0.6311344831542073,0.5156787020810057
268,0.6327013312392776,0.5409637008493023
269,0.6386088105944777,0.5561730757704577
270,0.6320009969259429,0.5601504196671478
271,0.6307932904219061,0.5579158782809371
272,0.6337898188137993,0.5955386894288162
273,0.6372068287194049,0.5167116072827691
274,0.6377857610680567,0.563961996982391
275,0.646455155253516,0.5010117596766336
276,0.6361620786580989,0.5485313880953904
277,0.6320190775308574,0.5724366939275103
278,0.6315904929035854,0.578183564984905
279,0.640409938440069,0.5889710939271938
280,0.6339832736784893,0.5379002176121332
281,0.632130209192094,0.5713003680731628
282,0.629167283400699,0.5369226431770523
283,0.6348450153291874,0.5159786296755864
284,0.6328936818205908,0.516021979631299
285,0.6387568643152332,0.5315462580278202
286,0.6357896444303149,0.5050273279715842
287,0.6298513034153356,0.5342853559156072
288,0.6384389413224639,0.5675135052854761
289,0.6319231661000688,0.4822561714368524
290,0.6326319192271934,0.5613613756126169
291,0.6376135182525109,0.5550857904169094
292,0.6385430219786637,0.5459246039958182
293,0.6291912908859513,0.5476784738209565
294,0.6317161079986481,0.5108806818022149
295,0.6360317210327979,0.5809501654452865
296,0.6323512990444983,0.5215017210722954
297,0.637793766081359,0.5564046492173607
298,0.6355093388522145,0.5321238406580338
299,0.6360479124383549,0.50296064396476
300,0.6346865221575192,0.5455763092942147
301,0.6365449154816761,0.55297013567394
302,0.6364639677556378,0.5397973551057462
303,0.6430712951727546,0.5232290590752685
304,0.6213824904361419,0.553155254291071
305,0.6189000374134195,0.5462112667985323
306,0.6174839948291877,0.5602272533829048
307,0.6187872948118441,0.5335985971749702
308,0.6222586245503048,0.6116033831697604
309,0.6192400842665798,0.6080212112184813
310,0.6219878418858624,0.5915292673916289
311,0.619103728706134,0.5426104469056932
312,0.6200315587130784,0.5583402490444913
313,0.617876540957218,0.596439101017324
314,0.6151350824910526,0.5640683262953826
315,0.6227932296365126,0.5681815461040204
316,0.6217975274948768,0.5296732087138387
317,0.6259086116936418,0.614931858946894
318,0.6277151699775252,0.552715874090026
319,0.6320560301792885,0.5394438844136135
320,0.6261212467948768,0.561986698372113
321,0.6260237514762839,0.6013221479456874
322,0.62419012805521,0.5395659743415566
323,0.6300364000968657,0.5316567530571351
324,0.6253572733234026,0.5263230990232987
325,0.6269845240143662,0.5623120402492569
326,0.6236862447944025,0.5920126063057797
327,0.6239493027108569,0.5713105301125119
328,0.627363643640783,0.556290795490373
329,0.6277427740583384,0.5484381095859998
330,0.6283404391842685,0.4884366381108084
331,0.6214245488188347,0.5304886051828579
332,0.6222104304148165,0.5600087893526908
333,0.6283030925160588,0.54465371208817
334,0.627936226388287,0.5596768554270298
335,0.6303787133562985,0.5704068203170423
336,0.6267738650075293,0.5108560251053851
337,0.628271467516514,0.4968177322536075
338,0.6326244342931249,0.560862140891713
339,0.6388363393777732,0.5328727188574421
340,0.6344166625759846,0.5526544944584545
341,0.6371325538358241,0.5763502936986581
342,0.6381350606890801,0.5275019785017959
343,0.6338788693323147,0.5662639924513436
344,0.6357995493372604,0.5502379716433003
345,0.6413101527444889,0.5409488749924329
346,0.6350465986226232,0.5479556679893249
347,0.6331507207959683,0.5340587206721942
348,0.6370423591768404,0.5374248296297324
349,0.6398288438668258,0.5739146992978689
350,0.640874539128404,0.5326677591658711
351,0.6491644865686379,0.5028161679227253
352,0.6397159769003071,0.5601966078503055
353,0.635283563617261,0.5531290836098776
354,0.635390835934742,0.5399172869872444
355,0.6431260109538821,0.5527409770648052
356,0.637179902032532,0.5325431111605302
357,0.6345065324617988,0.5525592921351196
358,0.6320056488336552,0.564901912711056
359,0.6382533592145749,0.4827440800681255
360,0.6358228981859209,0.5024849719885005
361,0.6420627671422185,0.546949751854819
362,0.6391816658494961,0.5210656569284422
363,0.6330838993571267,0.5154885619783279
364,0.640613739133836,0.5585580605784745
365,0.6342999613921656,0.4761384593012614
366,0.6352624156542335,0.596939721264637
367,0.6408338507699952,0.4784913012470043
368,0.6418237644053002,0.5340063204750335
369,0.6321236930082795,0.5216224005907565
370,0.6345034034751651,0.5966752614821985
371,0.6398766003965595,0.49934217689783983
372,0.6342985894924675,0.4827390020915454
373,0.6400809572236534,0.5415390891231335
374,0.6388935665723307,0.5538367729144577
375,0.6395197565546108,0.5226598792029536
376,0.6382361673214265,0.5352081614905724
377,0.6395032787969093,0.49990833586316946
378,0.6401319576470275,0.5331050793484857
379,0.6465069253421061,0.529780676150337
380,0.6178832531041168,0.5203691138646207
381,0.6143287953399735,0.5015815262876228
382,0.612450707494982,0.5402864712246339
383,0.6153773180113155,0.48628231874686484
384,0.6140108268005385,0.5359126224070468
385,0.6185277697443125,0.53490118518431
386,0.617768165856739,0.5443799509745842
387,0.6142899946545665,0.5592319174102807
388,0.6165202187906161,0.48880349105668996
389,0.6136532022002055,0.4950149314091152
390,0.6108792090679439,0.5363455601710693
391,0.618048939970437,0.5241557533125187
392,0.6176072511126163,0.5019647741305577
393,0.6212583175188073,0.5527537180622286
394,0.6222996507106646,0.5472393953629976
395,0.6263403632256863,0.43546249755768723
396,0.62108852171034,0.5439548199470688
397,0.6213798649828876,0.5486816285592575
398,0.6204254714764462,0.4813771335253056
399,0.6270131765963438,0.5071233440405805
400,0.6210400620442881,0.5427183800554192
401,0.6226945572726991,0.5033060066482185
402,0.6204690088415654,0.5489537407078025
403,0.6188491836189354,0.4875865538923368
404,0.6227302788356391,0.5208057492964908
405,0.6225144408464216,0.5277172172975259
406,0.6234599626959025,0.5278155154269325
407,0.6169772805811498,0.5110606298471166
408,0.617431132513334,0.4871789304986783
409,0.6237660438041271,0.5516404704832685
410,0.6229851091889805,0.5425883463168046
411,0.6258642638600829,0.5466918773186901
412,0.6224804147011719,0.47741600960308206
413,0.623158178188171,0.5222439670993573
414,0.6279288499962922,0.49748784582440825
415,0.6344569989769148,0.5260669538509156
416,0.6305945633942862,0.5631500017211919
417,0.6334326193511517,0.5269030952117836
418,0.6338373125669619,0.5182051607063489
419,0.6293299324708933,0.47353486639809833
420,0.6301094381344654,0.46887977422150295
421,0.6363825055469723,0.5746648680842231
422,0.6298284698709404,0.5346155737714106
423,0.6283566584202722,0.49872664419310203
424,0.6321400542312592,0.47827578916428864
425,0.6351287883045494,0.519191058824936
426,0.6355705616821089,0.5747913825633089
427,0.6442544159332233,0.46842459381411633
428,0.6341794541724608,0.5470337554832148
429,0.6302457266858164,0.5248811087812247
430,0.6304205741869536,0.4890534365307922
431,0.6391290621949379,0.5061118167904289
432,0.631946996592793,0.5664443877237656
433,0.630520627488292,0.5433353775968889
434,0.6281154747405746,0.5145496178548574
435,0.6331012606856573,0.45761425196667366
436,0.631486341853458,0.5161777988965759
437,0.6374436623050835,0.5432774090094621
438,0.6344454062800667,0.5013585815070933
439,0.6278640445997623,0.5467740661101251
440,0.6363061520871193,0.534271926337975
441,0.6303957020259976,0.45524756664838834
442,0.6303332045255974,0.510784684991737
443,0.6354594319737726,0.46780908299324836
444,0.637809116827793,0.5562442136295972
445,0.6273547375618,0.47392529414578094
446,0.6301232015280841,0.518618943919115
447,0.6347666332025481,0.49218062093440157
448,0.6305212988733243,0.48439799180099447
449,0.6352981408774054,0.5070716581451244
450,0.6335732302487078,0.5452040927945137
451,0.6340705192181089,0.48585463084010727
452,0.632188426701625,0.5809385452343024
453,0.6350210098409782,0.4824615911137445
454,0.6351142679863528,0.4866636740561379
455,0.640930215326984,0.4717792213178258
456,0.6136638167518029,0.5783863353891407
457,0.610472317373127,0.5938056003637295
458,0.6088946601635582,0.5626075361031752
459,0.6114801993624173,0.5614153225913967
460,0.6101880517073502,0.5827848015583177
461,0.6113886807571026,0.5768254181780332
462,0.6186347158165625,0.5888065726149714
463,0.6105017865367434,0.5341709126213937
464,0.6116895257410926,0.5555783145377804
465,0.6099169037829411,0.5769425125379414
466,0.6070537758289956,0.578496709397079
467,0.6145286828377557,0.5825117471311263
468,0.6135645222776218,0.5919977669736064
469,0.6176861429969585,0.6081620244739273
470,0.6196848528278643,0.5165291245636378
471,0.622484042701893,0.5083335109823527
472,0.6170097470990524,0.6030747377489974
473,0.6160163011887789,0.5745903654927687
474,0.6150395805985571,0.5659255963063462
475,0.6211495809043603,0.5659960305917754
476,0.6154715688970491,0.5395060742700427
477,0.6171250917599252,0.5722843430344228
478,0.6146886987693678,0.5931965281805247
479,0.6137602158043978,0.5627936679877831
480,0.6172480184670255,0.5589663365677938
481,0.6170948655773297,0.5156905117152316
482,0.6182669858085642,0.545749360739301
483,0.6123505311749323,0.5569200092492826
484,0.6124509926300615,0.5315101338848206
485,0.6181700563714345,0.5460775881358094
486,0.6174263927335533,0.5741361420773611
487,0.6202956316570095,0.5754992502731314
488,0.6168976256314833,0.559222887523615
489,0.6187155039508772,0.555081894698167
490,0.6225535451594555,0.552766888230465
491,0.6285776823092192,0.535608260517294
492,0.6251962386353913,0.5553697730750097
493,0.6268298457034756,0.5940522847760881
494,0.6284638979747916,0.5686919386005779
495,0.6239295517782019,0.531696395370442
496,0.6249797571915999,0.5414263013925343
497,0.631051103050905,0.5302963308204871
498,0.6245961807083882,0.5625697995060609
499,0.6226771174242058,0.5662400614213096
500,0.6263371209441059,0.5840082777190112
501,0.6297957419658428,0.576220658634931
502,0.6299029970134349,0.5587930646472848
503,0.6390812876357356,0.538921139717183
504,0.6289836551869532,0.5705775818524571
505,0.6259118822919679,0.5952503071058385
506,0.6243594308944881,0.5763137005991538
507,0.6319799349428363,0.5632204712536028
508,0.6266548577666698,0.5681234180457919
509,0.6241081790500935,0.5488189755014519
510,0.6219022156407396,0.5494651456123074
511,0.6272580255970265,0.5350888126729519
512,0.6251921911896814,0.522860588323112
513,0.6316684514907047,0.5821678467850401
514,0.6283052943671472,0.5053966444713563
515,0.6231217679832272,0.5693918245640024
516,0.6311680575456053,0.6066848557018635
517,0.6246442773740287,0.5126752192277817
518,0.625265216398625,0.5455910749296092
519,0.6304427555311639,0.5490036495682127
520,0.6318533414831287,0.5696763384245603
521,0.6221415978000231,0.5561822942209507
522,0.6242473666387619,0.5417999882873575
523,0.6294998942727754,0.5673661564038329
524,0.624226223360374,0.5431030025989656
525,0.6293160814054266,0.5188179634117359
526,0.6280191291682854,0.5512002775967204
527,0.6288851624443658,0.5136734883447858
528,0.627065099151429,0.5363098538201876
529,0.629233662145577,0.5460123619997337
530,0.628238420944857,0.5714244627301834
531,0.6346751806822822,0.5620401579658781
532,0.6174192577720864,0.501917037184425
533,0.6133150973062064,0.5371434841925079
534,0.6126315335892019,0.5274439543950201
535,0.6157020987925637,0.5269390612569537
536,0.6145445071650922,0.5607473523860934
537,0.6144752218547599,0.555372494155804
538,0.6180003674130696,0.552736711349457
539,0.6177366018823944,0.5199673612159815
540,0.6165069525215988,0.49908506230426675
541,0.6136801999233567,0.5691618099838603
542,0.610224665896416,0.5200138916985514
543,0.6189661876113621,0.5746593413828127
544,0.6173032700745809,0.533989591025189
545,0.6215068417912526,0.5725076329655862
546,0.6245820376352202,0.5353069826478349
547,0.6274815315713124,0.4883364392015401
548,0.6223530554635476,0.5342081960921253
549,0.6222933333247453,0.5559742595721477
550,0.6210853912509733,0.5360498726019975
551,0.6276697564531722,0.5755771288835554
552,0.6217510540805204,0.5022374895014797
553,0.6232237662989039,0.5370396811510758
554,0.6210539130275727,0.5739687271545271
555,0.6191393294828775,0.49884959757607705
556,0.6232995483573038,0.5388683330411008
557,0.6232467133081112,0.49258506896439963
558,0.6246211708863764,0.5012876487640574
559,0.6183015135127345,0.5228436870975999
560,0.6189740081649348,0.5080918112673442
561,0.6246988384998974,0.5540179255020254
562,0.6237941223714941,0.513945804798638
563,0.6258921713314476,0.5430979448842252
564,0.6223444178253441,0.5564421113103466
565,0.6247671687575835,0.5342499131610716
566,0.6274502729901199,0.54530143118853
567,0.6349902031855665,0.6149772993871955
568,0.6318617883528724,0.5179584942813834
569,0.6337920603363805,0.565021038242608
570,0.6349949551648386,0.5458271474179326
571,0.6305661341528919,0.5257874863143716
572,0.6315426539610157,0.46828843913634005
573,0.6371451114127185,0.5540419473201749
574,0.6314800615949784,0.542135594314914
575,0.628930472756503,0.475501391393182
576,0.6322852735172707,0.5443059025027855
577,0.6357655408365352,0.569775133303255
578,0.6363248895730366,0.5488478083425483
579,0.6448587986500472,0.5481399194459338
580,0.634731295899045,0.5241052606792341
581,0.6309797348390984,0.5710126804763822
582,0.6308790502293068,0.5635534838920311
583,0.6394827095120449,0.5194091192302279
584,0.6331520590354954,0.5573736286287403
585,0.6304481025775349,0.5642303176482796
586,0.6276260111313423,0.5189894663231648
587,0.6335962115686707,0.5077706462293391
588,0.6314226029737388,0.5036633337972137
589,0.6376927389552566,0.5171532123981193
590,0.6353319014517783,0.5362436140688909
591,0.6287740797890892,0.49975327135523917
592,0.6378595867523871,0.5271228751567792
593,0.6303185943502726,0.5295201540085475
594,0.6316412914674026,0.5369909530069175
595,0.63627599356529,0.45201736232231554
596,0.638389104843237,0.5307458754697382
597,0.6285299983655941,0.511502991533726
598,0.630408244923478,0.5074416079605915
599,0.6356598595844045,0.527383335108119
600,0.6310403072949349,0.5938309876708753
601,0.6365158019641626,0.4853773920213153
602,0.6342275344381988,0.531670154519105
603,0.6343327114291119,0.5218897514678802
604,0.6331571896802519,0.5312687498199088
605,0.6364454000105898,0.4868848504878462
606,0.6357517026643681,0.49865265037832596
607,0.6418640556418633,0.5696345722771018
608,0.6163481018140105,0.457280070158929
609,0.613108686472387,0.554531945485175
610,0.6104738076889912,0.4905039956661495
611,0.6134899824741815,0.43727919341889754
612,0.6126566363333359,0.47616581325166135
613,0.6133242219395763,0.5067046400950725
614,0.6165106494762536,0.4677907903442472
615,0.612818112220956,0.4987428526250527
616,0.617762280668112,0.5000820108854716
617,0.6123738107134813,0.5181116736479268
618,0.6100734515814045,0.5600369859008979
619,0.6170040790265389,0.5180776092129292
620,0.6157790548806802,0.4894145566066618
621,0.6202547035890168,0.5219451715650327
622,0.6218733730813034,0.5046013431904613
623,0.6263229099820482,0.47152411412324224
624,0.6202215945355798,0.5220748005153326
625,0.6205059934099912,0.48432672791411713
626,0.6198813627753907,0.5257368189909236
627,0.6261522394140713,0.5019209831652703
628,0.62037331393754,0.5338549512362477
629,0.6216224520246904,0.527450362168726
630,0.6197720210425144,0.5537562449314383
631,0.6188007958290532,0.46233787723649666
632,0.6221366498475652,0.44654806528584196
633,0.6214018569867867,0.5068598127063476
634,0.6223211715171045,0.4936093373541208
635,0.6159439494521353,0.5219836468508445
636,0.6176793587123753,0.49393798822396545
637,0.6226432913015253,0.5421195097784938
638,0.6223535899102333,0.5355414331978606
639,0.6249811866544148,0.5387168546390463
640,0.62167966658219,0.5433021355860381
641,0.6234183851176998,0.5430888301786786
642,0.6271680490752463,0.5224350170640139
643,0.6330613551158755,0.5055974696089691
644,0.6291405043451738,0.5951456157105538
645,0.6318189901035836,0.5358422319292727
646,0.6323135691200523,0.5004484744429111
647,0.6285479860742942,0.4730622423409151
648,0.630262417964831,0.46508103369494186
649,0.634868604963996,0.5771200732927865
650,0.6289255957430541,0.5328211695825016
651,0.6271654371749803,0.4900380969868006
652,0.630678421134421,0.4807905042246734
653,0.6335912284742387,0.49303063018993804
654,0.6348280518940628,0.6036380983758336
655,0.6434047026340218,0.4847429169583033
656,0.6326477397988225,0.46767436006079083
657,0.6297467404986768,0.47013244132634957
658,0.6285212170198515,0.5293609688595834
659,0.636912690119216,0.5004298193277469
660,0.6309738253292279,0.5538746828886799
661,0.6291612053911599,0.5132419553916217
662,0.6264733306281435,0.48836867243733806
663,0.6322948699376033,0.4885597906200757
664,0.6298696657626002,0.47463153528734275
665,0.6356853314314209,0.5088607973937399
666,0.6330589720270495,0.5227712956230174
667,0.6270018895864583,0.5061505222793592
668,0.6353919753882137,0.5038570276794372
669,0.6284402825847009,0.4138018638316992
670,0.629555950418972,0.48860819494362534
671,0.6344945443417983,0.52574677192146
672,0.6354841601346682,0.502821362649002
673,0.6263915465114921,0.4604616096961311
674,0.6283387581188772,0.5067090881601749
675,0.6339522793066785,0.5190681382750606
676,0.6292579382908802,0.5156236728917548
677,0.6344587407715433,0.4729544418010747
678,0.6323028640867403,0.540651415767086
679,0.6325021523026023,0.5349718062559455
680,0.6309340736225597,0.565143684136068
681,0.6345003175822849,0.5119765382210225
682,0.6332918648011154,0.4705849346419376
683,0.640016949837559,0.5026369166034039
684,0.6200851293687771,0.435352632461078
685,0.6166509079261578,0.5028166174328756
686,0.6147248555066958,0.49862833665167516
687,0.6175127042315288,0.5511399367650374
688,0.6164566524472895,0.5029200845852365
689,0.6181450684464035,0.5326957660704299
690,0.620456611831718,0.5255348500356126
691,0.616598896307121,0.5194860483580106
692,0.6188869626295666,0.5268441288851081
693,0.6198893942688083,0.5330425732559502
694,0.6131842998545899,0.49514518210663694
695,0.621029990719807,0.5381137224366452
696,0.6203578648494952,0.5563842105299647
697,0.623788453994766,0.5312328151962998
698,0.6256474701945336,0.514903953339726
699,0.6292588093584538,0.5576065973172054
700,0.6239716033648859,0.5476276880205493
701,0.6248629438697246,0.5126260270628681
702,0.6234728672316274,0.5219191154741062
