,"q (low T, from s_i)","q (low T, from s_j)","q (medium T, from s_i)","q (medium T, from s_j)"
141,0.9892488953239519,0.9595187486592867,0.5709216047052778,0.5382162953374824
142,0.9875504939408359,0.9546032765385818,0.5638849173396772,0.5106094372344654
143,0.992351995113073,0.9492718326517047,0.5149604517769192,0.5859800713150155
144,0.9920577360333542,0.9507565069239515,0.5553980212139832,0.5357833774995407
145,0.989362659995437,0.953436115645127,0.594733920352276,0.5226827925838148
146,0.9907565387624575,0.9460965500172348,0.5147784733591593,0.5530179514003664
147,0.99094909530826,0.9441687374181852,0.5273501851141824,0.5499085041001828
148,0.9896341992174964,0.9469633732743042,0.5626361943119326,0.5057736841961541
149,0.9907126463209345,0.9914410599096806,0.5967418978792335,0.5298655776241089
150,0.9903670124833591,0.9921440451714583,0.5844015902834617,0.5834305420969592
151,0.9915211275784684,0.9922450208623385,0.5123841914383391,0.5659986549631136
152,0.9888575294731281,0.9916122474602381,0.5526785287647799,0.5747601649920883
153,0.9899815233954948,0.9900830518668251,0.48025026054431647,0.4975196000083038
154,0.9885297462333071,0.9892861700504512,0.45614996945565417,0.49596368061051854
155,0.9914293029386799,0.9911590692392442,0.4632712754122359,0.5648218985321509
156,0.9913040551213087,0.9905120844501208,0.4748351248714664,0.5549632949310354
157,0.9904059115483766,0.9891635683238948,0.5484070524495777,0.5621404759166228
158,0.9922595780491066,0.9872177773871806,0.4930376539417545,0.511114418706339
159,0.9905620635232285,0.9882741475115846,0.5141282843321828,0.5630026954216232
160,0.9898847550198051,0.9845589413827339,0.4839013604702652,0.5340579970467195
161,0.9880151128166441,0.982957783033192,0.5740060583549834,0.5245238785665051
162,0.9885875721863828,0.9803362214902454,0.49076810530636705,0.556719572769389
163,0.9899093842882788,0.9763889553452478,0.5225010222458789,0.5550379853520265
164,0.9916352782617294,0.9764155507390017,0.5745867763135151,0.5833876500494751
165,0.9897078282094683,0.9679720876761676,0.5327854140861251,0.5481383706513085
166,0.9891240860638038,0.9729859669956928,0.5144092742022537,0.5548830823720428
167,0.9914772990652991,0.973902951670528,0.4807407947695295,0.5514215442270812
168,0.9910712146822321,0.9725789359517859,0.5504713079121224,0.5511031819233686
169,0.9897387256995905,0.970097053716595,0.4917497970967992,0.5018680709803013
170,0.9866758419576146,0.9683490488515697,0.46751821785935493,0.5158898493555588
171,0.9872424405752457,0.9722969464731224,0.5570675764079933,0.5722738956281389
172,0.9880816642331456,0.9706164212142491,0.5157365631512765,0.5706710584980762
173,0.9891725439875763,0.9720555169214407,0.4548192721939807,0.522870043983045
174,0.9916444223989552,0.9699036111937039,0.49172851686876673,0.5703187348021796
175,0.9914801363684169,0.9683623854442992,0.5375667804822981,0.5573348076025596
176,0.991791893766177,0.9686784102464725,0.5508012203844955,0.5545410275424989
177,0.9904635846501465,0.9703444503350424,0.4798485060992459,0.6043218924508523
178,0.9911015199785672,0.9649487422661872,0.5188675296607939,0.5346238483228388
179,0.9901293921090841,0.9661517532777631,0.5124609855974595,0.5253315752528982
180,0.9911934840663129,0.9670684981280177,0.5681177581614625,0.503043582689299
181,0.9923333599351338,0.9672502354286047,0.5309115135119028,0.5941412597524836
182,0.990771315751514,0.9661265841616922,0.4859073379664108,0.5632031708201365
183,0.9906768212676239,0.963100338634634,0.5010637985938083,0.5694603497009998
184,0.9891659072062139,0.9624662463077888,0.5558580582103558,0.49488245474862497
185,0.989115322337761,0.9660487069383903,0.45338057893809514,0.5133671976155953
186,0.9897689345098806,0.9629128414260094,0.44526667946972315,0.5369934689581845
187,0.9911347291405473,0.9627001391059307,0.5315528544986614,0.5506682766463753
188,0.9893343862619622,0.9675358605173586,0.4810487627947559,0.5682918631869209
189,0.9890665316533167,0.9677944232027849,0.5650077204535379,0.501174869404304
190,0.989597701564768,0.9619507563720487,0.5209669766629366,0.522474886781926
191,0.9901097325226416,0.963679552196344,0.4739202050224689,0.5380720585324584
192,0.9896824124913183,0.9606192448242741,0.4682464450532115,0.5495246121084891
193,0.9908448358668293,0.9661063136900879,0.5492050635532305,0.5214552408661217
194,0.9907806626926569,0.9628018113235254,0.4615706807496535,0.5027819640273662
195,0.9926035659572028,0.9657911405923997,0.4414553956930886,0.5351172202619008
196,0.9919016234176881,0.9677284891490768,0.4942407373571492,0.519274548551327
197,0.9917029015165401,0.9611754748844678,0.5088279386410572,0.5992904628029125
198,0.9914155496755335,0.9629154780569799,0.5686934980171078,0.5330938442654479
199,0.991778185773933,0.9664242095465763,0.4944689163922376,0.5626050100609223
200,0.9913590148498356,0.9652143525380091,0.5609811409073923,0.5477304672813196
201,0.9897611937785494,0.9649683576865667,0.4935946689995803,0.5399763434972088
202,0.9915802270798745,0.9638193385118977,0.48731430893634814,0.5287192666452216
203,0.992175048129444,0.9630654694231772,0.5055637201009945,0.5873669804678167
204,0.9916274543457643,0.9644301600443173,0.5994094599170722,0.5425307928411904
205,0.9909332838522611,0.9642383927338533,0.5530838762190484,0.5633533607670802
206,0.9894606330946724,0.9582850100488606,0.5139480812320104,0.5539640681106524
207,0.9880604985807806,0.9632084457928224,0.47271521051915655,0.5169863871047186
208,0.9926429344781663,0.96587313787944,0.4754183732783261,0.5662829765248709
209,0.9923064972409834,0.9624447134663383,0.5553370571644745,0.45900516745116654
210,0.9916758993886288,0.9641237863624564,0.5738603504789187,0.4809293872922963
211,0.9896801420612186,0.9676921011619907,0.4900129307468037,0.4831627490710126
212,0.9897067641485343,0.9649608466967953,0.48549603881121184,0.5150179445718932
213,0.989050815896008,0.9683113952201896,0.5188828373924529,0.5201920690498532
214,0.9891580501554663,0.957487247553718,0.5434481072108007,0.5155357055073619
215,0.986090106666577,0.9521788229310337,0.4967168827913812,0.5375987174558874
216,0.9911596818425493,0.9467810327666872,0.497453850744365,0.571473643864466
217,0.9912716493077754,0.9483885309886667,0.5226408869771065,0.5613234734878652
218,0.9898253041604937,0.9518937297692159,0.56557909363601,0.5634174480830877
219,0.9918324636430335,0.9435517422723584,0.4709967304054022,0.5189272690146955
220,0.9912347690538963,0.9414786199687497,0.5165287383214374,0.5000604890890447
221,0.9909013155704394,0.9448243236288641,0.5194008298041141,0.5119604647862273
222,0.9915204748783611,0.9917049290493946,0.5423330002815838,0.5737882216432744
223,0.9916300036112576,0.9909837950364749,0.4891667454214063,0.5727710821968687
224,0.9909544808338736,0.9908510619270696,0.6104849184639051,0.6048926953674731
225,0.9922920386331333,0.9893114149878656,0.5582159622260248,0.5325226207150228
226,0.9911447396631733,0.9904938469820107,0.535405491902609,0.5438460189253442
227,0.9915896396453603,0.9915750686950108,0.4963176416410371,0.5517587711779062
228,0.9905616439585079,0.9900898840518823,0.4878674654739912,0.5519035728090903
229,0.992482460173372,0.9877908838229911,0.6177461618682645,0.5565894166245375
230,0.9907208631128706,0.9863033462925603,0.5414370663786742,0.5836957348425403
231,0.9906781276275644,0.9880613912572184,0.5339546417448109,0.5906004899980041
232,0.990022273959237,0.9831945928108837,0.5470425501758348,0.5495820395885932
233,0.9881657833528897,0.983863818581623,0.5471072929445094,0.4696605350112682
234,0.9869452192224871,0.9793316674835473,0.5400495403891755,0.534630128044896
235,0.9907297442206066,0.9755662801216413,0.5381107926386247,0.5561482752209674
236,0.9917060917820509,0.9763031478082888,0.5888921499728297,0.5360171186709923
237,0.9883705567665674,0.970729928374787,0.6020087967055223,0.586793081726622
238,0.9889116185348635,0.9728543211728348,0.55464541480974,0.48329131550804544
239,0.9910246827346423,0.9734929892782366,0.5094576192441862,0.4773498066287806
240,0.9905402201281189,0.9731760154892637,0.5916927101448276,0.5449430361436306
241,0.9892140704139886,0.9707816268111863,0.5933017460845285,0.5270830674824538
242,0.9874094955977003,0.9688389291852639,0.5213692158928777,0.5752528720950333
243,0.9897597681117322,0.9714875316327181,0.5982627725565035,0.5656448511474986
244,0.9872990363797176,0.9701193897712838,0.5306854751719985,0.5116163348495119
245,0.9888856137790965,0.9715630901815467,0.4987742265555941,0.4989580051929527
246,0.9902096173266952,0.9708248785179242,0.5432051500431063,0.5485961581138588
247,0.991509861845219,0.9699022968034726,0.60590902225425,0.5291316368976957
248,0.991505974101971,0.9697823815170282,0.5354000356644775,0.5409257171486969
249,0.9909106260763918,0.9708093230657414,0.5323005098353462,0.5272140238305554
250,0.9914631305684733,0.9672575764336523,0.5801321504094109,0.5270524661273203
251,0.9910778739045393,0.968259985352103,0.5600388077398003,0.47858326937368073
252,0.9918615145000824,0.970219059840604,0.5365414643168578,0.4811467146387983
253,0.99188479966914,0.9695217008328996,0.5841531526901761,0.532595945620719
254,0.9914005846482515,0.9686501275853667,0.56768186155492,0.5098417315677909
255,0.990910628014814,0.9667197901655816,0.5675005404384155,0.4877342223394445
256,0.9899918107461603,0.965294418336538,0.5196737353542668,0.4841044903472565
257,0.9889755774133632,0.9683560371479779,0.4848287645935875,0.48357200558273616
258,0.9900718955059619,0.9646267331734669,0.4970954851367215,0.48381262901319366
259,0.9917511427557623,0.9654623596181214,0.5212038945447404,0.4827702411920798
260,0.9895119876104234,0.9704165023079696,0.5591444342792388,0.5342056209072901
261,0.9900246189009795,0.9702089938329527,0.5864057623947488,0.5525735031613516
262,0.9898010801588503,0.9645391104089347,0.5593559496652508,0.5249085775287026
263,0.9911917754233982,0.9660893780995028,0.5335057743869815,0.5588360362708255
264,0.9904622744614351,0.9640449442936146,0.5868430163408485,0.49330835413222035
265,0.9913195500433988,0.9689317153989415,0.5469754760412338,0.529762780326156
266,0.9910645944241894,0.9663910529294546,0.5128081418925645,0.5598127055273124
267,0.9923028515694746,0.9679695930745666,0.5139199357723578,0.594558267222348
268,0.9921836458044118,0.9690001716169174,0.6078482680970028,0.5178761542473668
269,0.9908220838770371,0.9640260673982386,0.498257881108579,0.5320507488600652
270,0.9915624227054513,0.9665501130481934,0.5857875985883899,0.5229061493473511
271,0.9915940866026116,0.9685391697654562,0.531773377331255,0.5531071742910312
272,0.9906364330244861,0.9677050717175762,0.5948141095485961,0.5602702687991166
273,0.9898244005415238,0.966946211626471,0.562414107605268,0.5208826024103248
274,0.990388161267426,0.9671756792208825,0.548776431202987,0.486682999185373
275,0.9913283664625514,0.9660716395182706,0.5217615057376629,0.5283503893370565
276,0.9913945430587449,0.9668911258730267,0.6294103665188164,0.5029946701298554
277,0.9909821222445278,0.9673990906297072,0.5906595199086374,0.5500035413281629
278,0.9915643167109436,0.9610564249796378,0.5418311271430616,0.6131268324525972
279,0.9906642468067537,0.9657602323510054,0.44755242274320745,0.5233085942744929
280,0.9920143528169234,0.96881338564264,0.5618104164608015,0.5756587867165528
281,0.9908169072515121,0.9638669987255055,0.5516037630023264,0.4403076598386174
282,0.9903874721769179,0.9663358911510046,0.5346067498693853,0.5101443227217656
283,0.9896215049184808,0.9701453007514863,0.561866031893567,0.5248774527944758
284,0.9905991894848585,0.9672634444374907,0.5275170294165976,0.5200264508017527
285,0.9896443675914366,0.9698262583564915,0.5793064945161408,0.49618861302931294
286,0.9902887642943277,0.9599140044553113,0.5616295713787268,0.5579997700594519
287,0.9880018742690636,0.9558660733406948,0.5695990877471431,0.47399047945467015
288,0.9921631986887025,0.9511704125755877,0.5029700487870072,0.49023514973256044
289,0.9909174173157002,0.9524786054343476,0.5224910865239852,0.4724392678715243
290,0.9918587110270324,0.9557187240636028,0.6048236730233373,0.5184296925897878
291,0.9919575164437899,0.9477237303394332,0.5128894690031102,0.4881428880236887
292,0.9921490711895345,0.9454179465279395,0.5149842096432973,0.5362230002971645
293,0.9908209330971484,0.9491687697869322,0.5216435335385387,0.5579250446729456
294,0.9903003250135248,0.9914017663114009,0.5465734910028168,0.6104910432979715
295,0.9910250672695328,0.9918732954876108,0.5777033681752263,0.6013187214013898
296,0.9907670069426369,0.989095139785659,0.5008168834292394,0.5539300468547891
297,0.9908800399591282,0.9902289041934308,0.47845243352720407,0.5464150791573942
298,0.9896470392266828,0.9911675923135894,0.5020523874045975,0.5719790004140486
299,0.99144641488176,0.9905147804308845,0.5097525006101857,0.5717335747296416
300,0.9904317770500823,0.9883118696930986,0.5099822780493202,0.58746432289002
301,0.9906644033417856,0.9860683520923249,0.5073468613148099,0.5657489670003069
302,0.9897337767118859,0.9873830859076401,0.5417053674191151,0.5649145003819679
303,0.9887117499503124,0.982575943882596,0.5117578586486097,0.5694770127094292
304,0.9880744180763135,0.9823826280874951,0.5892201275444832,0.5175375294482248
305,0.987992299537637,0.9781938970335641,0.5191631908083085,0.5160039874333942
306,0.9903090434087853,0.9741226567684805,0.5669075586190507,0.580038532364429
307,0.9918179402539911,0.9741744155615454,0.5685346124059233,0.5461106598597051
308,0.9899714455483526,0.965828588175484,0.5069991432242793,0.526423317732905
309,0.9876526337789272,0.9696919043524577,0.5881166834642619,0.5333597777788243
310,0.9921939188888259,0.9716901377170737,0.5193597310590035,0.49023209004384527
311,0.9904320736730873,0.9699342553029553,0.5422072612561728,0.5646903588630973
312,0.9914764394986297,0.9686389493536485,0.5386138631115382,0.5504189068798903
313,0.9890829855349037,0.9656930980937681,0.498135590769438,0.580148154709494
314,0.9905826935883254,0.9697802553942863,0.5689677853983082,0.5743755767640115
315,0.9905489230806985,0.9684181286507165,0.5588099777652225,0.5210757642066932
316,0.9899547491748022,0.9689162492305781,0.532582527988601,0.4843869598665546
317,0.991759671717429,0.9674274143499496,0.5562600810177762,0.5688082139417371
318,0.9908887261594272,0.9659168278328775,0.5464474722668494,0.5651148638446257
319,0.9905030060154655,0.9659216180183257,0.5770905355230095,0.5159273736298683
320,0.990689386724201,0.9664490751192967,0.5205503249997245,0.5614080687292831
321,0.9904759077270756,0.9628900790764393,0.5316550845872635,0.5114517213510227
322,0.9898538020209162,0.9650310126529769,0.5649367392763746,0.4934750940426171
323,0.9894217066189526,0.9663032400042865,0.5825814383405339,0.5064291427458745
324,0.9913695893091711,0.965732894917758,0.5277610731988155,0.5537824525278614
325,0.990457806984126,0.96436298904537,0.5761370041625167,0.49086803642613663
326,0.9899716746205051,0.9616748641687369,0.5371515352243121,0.5540458563186258
327,0.9898978384037708,0.9612399996826332,0.5517302186179982,0.5390865546310599
328,0.988523102748896,0.9656189785256557,0.4873407135351952,0.5494712710776369
329,0.9907460297507716,0.961583271377699,0.49489254878455874,0.5277216208922187
330,0.9910484614845625,0.9611301042602136,0.5187861618906892,0.5100862461991106
331,0.9903584083386903,0.9673391713891802,0.5213711859628531,0.5621664377644215
332,0.9897090130205162,0.9658374153725712,0.5480872677010158,0.5601069342142252
333,0.987949364573394,0.9606014414368047,0.5740257128777595,0.5087554875819263
334,0.9895847526734649,0.962992955219685,0.5297916220143977,0.5611910521316452
335,0.9906984614962845,0.9599628897256594,0.4706171813469491,0.5173788639542787
336,0.9900318486347145,0.9649513731351339,0.565551726348232,0.5356905055019452
337,0.9914816555978379,0.9621380876146296,0.5470172293669404,0.5611732077852053
338,0.9926659854711352,0.9648913306686848,0.5411501637810368,0.5907136938255558
339,0.99307877858622,0.9669063383920637,0.4683103214316008,0.5338595789450128
340,0.9902667210747057,0.9605686379958045,0.4997964679150785,0.5273599439749143
341,0.9912360246905904,0.9631862053009141,0.579633327771606,0.5386122077558954
342,0.9896172212682286,0.9639551501857797,0.5090154824713112,0.5694135206556556
343,0.9913585546017871,0.9637159817606359,0.5740181748915579,0.5614018240599667
344,0.991325340160374,0.9636253646950871,0.4742850149685084,0.5494077211741469
345,0.9917991151401441,0.9640489584127199,0.5559691028682232,0.4652481167300732
346,0.9914565243155061,0.9615298386781274,0.517889541863282,0.5987665430378221
347,0.9905493346656427,0.9639712086775396,0.565469663179674,0.5175520582550519
348,0.9913737530106793,0.964136105397048,0.5885685365275032,0.5294068305984349
349,0.9906888656341509,0.9561326211767509,0.5286756688609752,0.5879267177815735
350,0.9909443240413838,0.9621002200756785,0.5564373214793646,0.5184661112250386
351,0.9910599012586231,0.9647789247509093,0.4859812450033991,0.5446148346621765
352,0.9923442718671743,0.9609778385000662,0.5821779083010582,0.4075409126397198
353,0.9899060949579894,0.9625681834571463,0.5467719825889579,0.4899075183133234
354,0.9897814475290725,0.9664173997958171,0.5737427635730596,0.5591632176860689
355,0.9897135383098028,0.9631986053002359,0.566469825686748,0.527379915625647
356,0.9893105998298201,0.9675698039967621,0.6148772790459802,0.45357417851175996
357,0.9876300778689728,0.9554050770532566,0.5652174201394135,0.499762166640053
358,0.9854757044459141,0.9505721294078744,0.5193062543913152,0.5067259646328028
359,0.9912567387125794,0.9463720552838133,0.5336729126987337,0.5231509671994725
360,0.9918205975334782,0.9475688560585804,0.5523564805158854,0.5166479883441887
361,0.9912704840334224,0.9505292439813955,0.552345631049114,0.5367047818468156
362,0.9922516476821787,0.9428325232290439,0.5451725145462222,0.44741489868886675
363,0.9914472007700825,0.9411981241217033,0.5669252987079284,0.5117845521339843
364,0.9901022834851075,0.9448593225100165,0.561226061607735,0.5633148656796536
365,0.9895094004036082,0.9913090237195251,0.5355784049739896,0.6238051934348229
366,0.9909000134687392,0.9896758106980842,0.5070879099671498,0.549919618874093
367,0.9910348499270836,0.9896160733710666,0.5390035239580295,0.5581059968065886
